employee_id,employee_code,gender,age,department_id,job_title,join_date,salary,email
6126,EMP06126,,32.0,4.0,QA,,350000,
6127,EMP06127,Female,25.0,17.0,Intern,,500000,
6128,EMP06128,male,48.0,18.0,Manager,15/02/2024,-10000,
6129,EMP06129,male,47.0,17.0,Manager,15/02/2024,500000,
6130,EMP06130,male,99.0,99.0,HR,2023-01-15,350000,
6131,EMP06131,F,41.0,4.0,Analyst,,500000,
6132,EMP06132,,50.0,99.0,HR,15/02/2024,500000,INVALID
6133,EMP06133,F,22.0,16.0,QA,2023-01-15,,
6134,EMP06134,,37.0,3.0,QA,,6 LPA,emp6134@mail.com
6135,EMP06135,F,49.0,7.0,QA,15/02/2024,500000,emp6135@mail.com
6136,EMP06136,M,54.0,,Intern,,,emp6136@mail.com
6137,EMP06137,M,22.0,3.0,Analyst,,350000,emp6137@mail.com
6138,EMP06138,F,55.0,15.0,HR,,350000,
6139,EMP06139,,35.0,7.0,Intern,,6 LPA,emp6139@mail.com
6140,EMP06140,Female,21.0,11.0,Manager,2025-07-01,,
6141,EMP06141,M,29.0,7.0,Manager,,350000,
6142,EMP06142,male,46.0,14.0,QA,,350000,
6143,EMP06143,Female,47.0,20.0,QA,2025-07-01,,
6144,EMP06144,Female,33.0,9.0,Analyst,,-10000,INVALID
6145,EMP06145,F,28.0,6.0,QA,,-10000,INVALID
6146,EMP06146,F,46.0,99.0,Manager,,350000,
6147,EMP06147,male,44.0,14.0,Intern,15/02/2024,6 LPA,
6148,EMP06148,,21.0,2.0,HR,,6 LPA,
6149,EMP06149,male,32.0,19.0,QA,,-10000,
6150,EMP06150,male,,19.0,Analyst,2023-01-15,6 LPA,
6151,EMP06151,Male,25.0,4.0,Intern,,500000,
6152,EMP06152,Male,43.0,8.0,Engineer,2023-01-15,800000,INVALID
6153,EMP06153,F,60.0,16.0,HR,2025-07-01,,
6154,EMP06154,,21.0,13.0,Manager,,,
6155,EMP06155,male,41.0,13.0,HR,2023-01-15,500000,INVALID
6156,EMP06156,F,48.0,,Engineer,,-10000,INVALID
6157,EMP06157,M,49.0,9.0,Intern,,800000,
6158,EMP06158,,33.0,12.0,HR,15/02/2024,-10000,emp6158@mail.com
6159,EMP06159,,39.0,17.0,Analyst,2025-07-01,350000,
6160,EMP06160,M,27.0,17.0,Intern,2023-01-15,6 LPA,
6161,EMP06161,M,35.0,10.0,HR,2025-07-01,,
6162,EMP06162,Female,99.0,14.0,Manager,,500000,INVALID
6163,EMP06163,F,41.0,4.0,QA,15/02/2024,,emp6163@mail.com
6164,EMP06164,M,-2.0,9.0,Manager,,,emp6164@mail.com
6165,EMP06165,Female,29.0,,QA,,350000,
6166,EMP06166,M,49.0,5.0,HR,2023-01-15,,emp6166@mail.com
6167,EMP06167,male,20.0,2.0,Engineer,2023-01-15,350000,
6168,EMP06168,M,37.0,2.0,HR,,500000,
6169,EMP06169,Female,54.0,19.0,Manager,2025-07-01,500000,INVALID
6170,EMP06170,,57.0,13.0,Manager,,-10000,
6171,EMP06171,F,39.0,17.0,Manager,,-10000,INVALID
6172,EMP06172,,58.0,7.0,Analyst,2023-01-15,6 LPA,INVALID
6173,EMP06173,male,46.0,99.0,Intern,2023-01-15,350000,
6174,EMP06174,Female,27.0,10.0,QA,15/02/2024,6 LPA,INVALID
6175,EMP06175,,26.0,4.0,Engineer,,800000,emp6175@mail.com
6176,EMP06176,male,-2.0,1.0,Engineer,,,INVALID
6177,EMP06177,male,29.0,99.0,Engineer,,500000,emp6177@mail.com
6178,EMP06178,M,39.0,5.0,Analyst,2023-01-15,800000,
6179,EMP06179,,30.0,99.0,Engineer,2023-01-15,500000,
6180,EMP06180,male,31.0,5.0,Engineer,2023-01-15,,emp6180@mail.com
6181,EMP06181,,60.0,18.0,Engineer,,6 LPA,
6182,EMP06182,Female,34.0,1.0,Intern,,-10000,INVALID
6183,EMP06183,male,49.0,99.0,Intern,2023-01-15,6 LPA,INVALID
6184,EMP06184,Male,36.0,13.0,Manager,15/02/2024,350000,emp6184@mail.com
6185,EMP06185,Male,43.0,20.0,Manager,2023-01-15,500000,
6186,EMP06186,Male,27.0,9.0,Engineer,15/02/2024,,INVALID
6187,EMP06187,Female,27.0,1.0,Analyst,2025-07-01,350000,
6188,EMP06188,Male,21.0,10.0,Engineer,2025-07-01,350000,INVALID
6189,EMP06189,F,28.0,3.0,Intern,2023-01-15,,INVALID
6190,EMP06190,Male,48.0,4.0,Engineer,2025-07-01,-10000,
6191,EMP06191,,23.0,10.0,Analyst,15/02/2024,500000,emp6191@mail.com
6192,EMP06192,Female,27.0,9.0,Manager,2023-01-15,6 LPA,INVALID
6193,EMP06193,,33.0,3.0,Engineer,15/02/2024,,
6194,EMP06194,F,24.0,9.0,Engineer,15/02/2024,-10000,INVALID
6195,EMP06195,F,25.0,17.0,Analyst,,500000,
6196,EMP06196,Male,32.0,8.0,Analyst,2023-01-15,-10000,emp6196@mail.com
6197,EMP06197,,29.0,8.0,Intern,,800000,emp6197@mail.com
6198,EMP06198,Male,27.0,7.0,Manager,,500000,emp6198@mail.com
6199,EMP06199,Male,49.0,20.0,Intern,,800000,INVALID
6200,EMP06200,Female,55.0,16.0,HR,2023-01-15,-10000,
6201,EMP06201,Female,39.0,15.0,HR,,500000,
6202,EMP06202,Male,26.0,15.0,Manager,,800000,
6203,EMP06203,,57.0,10.0,QA,,500000,
6204,EMP06204,male,37.0,4.0,Intern,2023-01-15,-10000,INVALID
6205,EMP06205,,41.0,8.0,Engineer,2025-07-01,6 LPA,
6206,EMP06206,M,40.0,2.0,Manager,,350000,
6207,EMP06207,male,56.0,,HR,,,
6208,EMP06208,M,36.0,6.0,Engineer,2023-01-15,6 LPA,INVALID
6209,EMP06209,Male,35.0,19.0,HR,2023-01-15,6 LPA,emp6209@mail.com
6210,EMP06210,Female,-2.0,17.0,Analyst,2025-07-01,350000,
6211,EMP06211,Female,42.0,7.0,Intern,,6 LPA,INVALID
6212,EMP06212,Female,30.0,8.0,Analyst,15/02/2024,500000,INVALID
6213,EMP06213,M,36.0,99.0,Engineer,,350000,
6214,EMP06214,M,23.0,,QA,,6 LPA,
6215,EMP06215,M,31.0,20.0,HR,15/02/2024,6 LPA,INVALID
6216,EMP06216,male,52.0,1.0,QA,2023-01-15,-10000,INVALID
6217,EMP06217,M,27.0,20.0,QA,15/02/2024,500000,emp6217@mail.com
6218,EMP06218,F,38.0,19.0,Engineer,,800000,emp6218@mail.com
6219,EMP06219,F,60.0,13.0,QA,,6 LPA,INVALID
6220,EMP06220,Female,55.0,20.0,QA,15/02/2024,800000,
6221,EMP06221,M,52.0,1.0,Manager,2023-01-15,6 LPA,
6222,EMP06222,M,34.0,7.0,Analyst,2025-07-01,6 LPA,
6223,EMP06223,Male,43.0,20.0,QA,,800000,
6224,EMP06224,,49.0,14.0,Analyst,2023-01-15,,
6225,EMP06225,,40.0,14.0,Manager,,6 LPA,
6226,EMP06226,Female,46.0,16.0,Intern,,,
6227,EMP06227,Female,56.0,5.0,Analyst,2025-07-01,-10000,emp6227@mail.com
6228,EMP06228,M,48.0,3.0,QA,,350000,emp6228@mail.com
6229,EMP06229,Female,32.0,19.0,Engineer,,,INVALID
6230,EMP06230,male,58.0,,Manager,,800000,INVALID
6231,EMP06231,male,23.0,13.0,Intern,2023-01-15,500000,INVALID
6232,EMP06232,male,54.0,11.0,Manager,,,emp6232@mail.com
6233,EMP06233,,39.0,19.0,Manager,,500000,emp6233@mail.com
6234,EMP06234,M,36.0,16.0,Intern,15/02/2024,350000,emp6234@mail.com
6235,EMP06235,Female,55.0,12.0,QA,15/02/2024,800000,emp6235@mail.com
6236,EMP06236,F,46.0,18.0,HR,2023-01-15,800000,
6237,EMP06237,Male,31.0,8.0,Intern,2025-07-01,350000,emp6237@mail.com
6238,EMP06238,Female,42.0,9.0,HR,2025-07-01,,emp6238@mail.com
6239,EMP06239,Male,50.0,8.0,QA,2025-07-01,,
6240,EMP06240,M,48.0,12.0,Analyst,,800000,
6241,EMP06241,Female,56.0,10.0,Analyst,15/02/2024,800000,
6242,EMP06242,,22.0,,HR,,,
6243,EMP06243,,42.0,3.0,Intern,,6 LPA,
6244,EMP06244,,30.0,17.0,Engineer,15/02/2024,800000,
6245,EMP06245,Male,44.0,20.0,HR,15/02/2024,-10000,INVALID
6246,EMP06246,F,45.0,19.0,Engineer,,800000,INVALID
6247,EMP06247,M,40.0,20.0,Analyst,,,emp6247@mail.com
6248,EMP06248,Female,36.0,11.0,Engineer,,-10000,INVALID
6249,EMP06249,M,39.0,3.0,Intern,2023-01-15,6 LPA,emp6249@mail.com
6250,EMP06250,,20.0,18.0,QA,,500000,
6251,EMP06251,Male,31.0,15.0,Engineer,,6 LPA,
6252,EMP06252,M,32.0,2.0,Analyst,2025-07-01,-10000,emp6252@mail.com
6253,EMP06253,F,44.0,15.0,Analyst,,500000,emp6253@mail.com
6254,EMP06254,male,53.0,6.0,QA,,800000,
6255,EMP06255,Male,23.0,14.0,HR,,6 LPA,INVALID
6256,EMP06256,M,34.0,19.0,Manager,2025-07-01,-10000,
6257,EMP06257,Female,33.0,19.0,Analyst,2023-01-15,350000,INVALID
6258,EMP06258,male,48.0,16.0,Engineer,,350000,
6259,EMP06259,F,30.0,9.0,HR,2023-01-15,6 LPA,
6260,EMP06260,Male,52.0,15.0,Analyst,,350000,emp6260@mail.com
6261,EMP06261,M,20.0,11.0,Analyst,15/02/2024,,
6262,EMP06262,M,48.0,14.0,QA,2023-01-15,800000,
6263,EMP06263,F,45.0,11.0,HR,2025-07-01,800000,emp6263@mail.com
6264,EMP06264,Female,49.0,1.0,Engineer,,,
6265,EMP06265,Female,20.0,16.0,Manager,2025-07-01,800000,emp6265@mail.com
6266,EMP06266,,48.0,8.0,Manager,2023-01-15,500000,
6267,EMP06267,Male,31.0,9.0,Engineer,2025-07-01,800000,emp6267@mail.com
6268,EMP06268,M,34.0,9.0,Analyst,2025-07-01,-10000,emp6268@mail.com
6269,EMP06269,Female,25.0,1.0,HR,2025-07-01,-10000,INVALID
6270,EMP06270,M,57.0,12.0,Engineer,,800000,INVALID
6271,EMP06271,M,,12.0,Analyst,2025-07-01,800000,emp6271@mail.com
6272,EMP06272,,59.0,11.0,HR,,6 LPA,INVALID
6273,EMP06273,Female,25.0,16.0,Analyst,,6 LPA,emp6273@mail.com
6274,EMP06274,Female,48.0,,QA,2025-07-01,800000,emp6274@mail.com
6275,EMP06275,,31.0,99.0,HR,,6 LPA,
6276,EMP06276,Male,24.0,14.0,Intern,2023-01-15,800000,
6277,EMP06277,Male,42.0,17.0,Analyst,,,
6278,EMP06278,,60.0,15.0,Engineer,,800000,emp6278@mail.com
6279,EMP06279,M,35.0,5.0,Engineer,,350000,
6280,EMP06280,Female,43.0,7.0,QA,,6 LPA,emp6280@mail.com
6281,EMP06281,Female,49.0,10.0,Engineer,2023-01-15,350000,emp6281@mail.com
6282,EMP06282,,99.0,6.0,Manager,2023-01-15,800000,
6283,EMP06283,Male,51.0,19.0,Engineer,2023-01-15,800000,INVALID
6284,EMP06284,Female,57.0,,HR,2025-07-01,6 LPA,
6285,EMP06285,Female,55.0,10.0,Intern,15/02/2024,-10000,
6286,EMP06286,Male,34.0,13.0,Manager,15/02/2024,-10000,INVALID
6287,EMP06287,M,-2.0,16.0,HR,2025-07-01,800000,INVALID
6288,EMP06288,M,42.0,10.0,QA,2023-01-15,500000,emp6288@mail.com
6289,EMP06289,Female,24.0,2.0,HR,,6 LPA,emp6289@mail.com
6290,EMP06290,male,29.0,5.0,Analyst,,,
6291,EMP06291,,32.0,19.0,QA,2025-07-01,,INVALID
6292,EMP06292,,23.0,11.0,QA,2023-01-15,500000,
6293,EMP06293,Female,53.0,4.0,Engineer,2025-07-01,500000,emp6293@mail.com
6294,EMP06294,M,99.0,15.0,Engineer,,,
6295,EMP06295,,44.0,13.0,QA,15/02/2024,,
6296,EMP06296,male,39.0,18.0,Manager,2025-07-01,500000,INVALID
6297,EMP06297,,47.0,19.0,Engineer,2025-07-01,-10000,
6298,EMP06298,male,44.0,1.0,QA,2025-07-01,-10000,INVALID
6299,EMP06299,Female,58.0,3.0,HR,2023-01-15,6 LPA,INVALID
6300,EMP06300,male,58.0,18.0,Intern,2025-07-01,,INVALID
6301,EMP06301,Female,41.0,9.0,QA,,500000,
6302,EMP06302,F,44.0,13.0,HR,,,
6303,EMP06303,,43.0,2.0,HR,,800000,
6304,EMP06304,F,34.0,17.0,QA,15/02/2024,,emp6304@mail.com
6305,EMP06305,,42.0,,QA,,350000,emp6305@mail.com
6306,EMP06306,Female,59.0,5.0,QA,,350000,emp6306@mail.com
6307,EMP06307,Male,56.0,14.0,QA,,350000,
6308,EMP06308,F,54.0,4.0,Intern,2023-01-15,-10000,
6309,EMP06309,M,42.0,99.0,Analyst,2025-07-01,500000,
6310,EMP06310,,43.0,3.0,Analyst,2025-07-01,,
6311,EMP06311,F,25.0,19.0,Intern,15/02/2024,,
6312,EMP06312,F,59.0,15.0,Intern,,500000,INVALID
6313,EMP06313,male,60.0,4.0,Engineer,,-10000,INVALID
6314,EMP06314,male,44.0,16.0,Manager,,,
6315,EMP06315,Male,20.0,15.0,HR,2023-01-15,,INVALID
6316,EMP06316,M,60.0,6.0,Intern,2023-01-15,-10000,
6317,EMP06317,F,35.0,8.0,Analyst,,500000,
6318,EMP06318,male,42.0,20.0,Intern,15/02/2024,800000,INVALID
6319,EMP06319,Male,55.0,10.0,Analyst,,500000,
6320,EMP06320,,45.0,13.0,Engineer,,350000,emp6320@mail.com
6321,EMP06321,,32.0,16.0,QA,2023-01-15,350000,INVALID
6322,EMP06322,F,40.0,4.0,Manager,15/02/2024,6 LPA,emp6322@mail.com
6323,EMP06323,Male,52.0,18.0,Manager,15/02/2024,350000,
6324,EMP06324,Female,42.0,1.0,QA,2023-01-15,,
6325,EMP06325,Female,28.0,16.0,HR,15/02/2024,-10000,
6326,EMP06326,F,60.0,13.0,Analyst,2025-07-01,800000,INVALID
6327,EMP06327,Female,49.0,18.0,Engineer,,6 LPA,
6328,EMP06328,F,30.0,13.0,QA,,500000,INVALID
6329,EMP06329,male,23.0,7.0,HR,15/02/2024,,INVALID
6330,EMP06330,Male,49.0,2.0,Engineer,,,
6331,EMP06331,M,-2.0,99.0,Engineer,,,
6332,EMP06332,M,48.0,16.0,Engineer,2023-01-15,-10000,
6333,EMP06333,Female,22.0,2.0,QA,2023-01-15,-10000,
6334,EMP06334,F,42.0,99.0,HR,2023-01-15,6 LPA,emp6334@mail.com
6335,EMP06335,,38.0,7.0,HR,15/02/2024,,
6336,EMP06336,Male,50.0,8.0,Manager,15/02/2024,800000,INVALID
6337,EMP06337,M,49.0,,Engineer,,800000,INVALID
6338,EMP06338,F,48.0,12.0,QA,,-10000,
6339,EMP06339,,54.0,6.0,Manager,,800000,INVALID
6340,EMP06340,male,20.0,14.0,HR,15/02/2024,,
6341,EMP06341,Male,51.0,8.0,Intern,2025-07-01,350000,emp6341@mail.com
6342,EMP06342,Female,40.0,9.0,Manager,15/02/2024,500000,emp6342@mail.com
6343,EMP06343,,32.0,9.0,Manager,2025-07-01,-10000,emp6343@mail.com
6344,EMP06344,male,55.0,5.0,Intern,,6 LPA,INVALID
6345,EMP06345,male,40.0,19.0,Intern,2025-07-01,-10000,INVALID
6346,EMP06346,Male,51.0,13.0,Manager,,-10000,INVALID
6347,EMP06347,Male,31.0,12.0,QA,,500000,
6348,EMP06348,,55.0,8.0,Analyst,2023-01-15,-10000,
6349,EMP06349,Male,99.0,9.0,Intern,,,INVALID
6350,EMP06350,Female,20.0,17.0,HR,2023-01-15,6 LPA,emp6350@mail.com
6351,EMP06351,,28.0,16.0,QA,2025-07-01,-10000,emp6351@mail.com
6352,EMP06352,F,39.0,11.0,QA,,-10000,INVALID
6353,EMP06353,F,37.0,3.0,Engineer,,800000,
6354,EMP06354,Male,27.0,14.0,Engineer,,-10000,
6355,EMP06355,Male,47.0,12.0,Manager,,800000,
6356,EMP06356,M,35.0,10.0,Analyst,,350000,
6357,EMP06357,F,48.0,13.0,Analyst,2025-07-01,,
6358,EMP06358,M,34.0,16.0,QA,2023-01-15,-10000,INVALID
6359,EMP06359,,53.0,20.0,QA,2025-07-01,350000,emp6359@mail.com
6360,EMP06360,,37.0,15.0,HR,2025-07-01,350000,
6361,EMP06361,F,28.0,11.0,Engineer,2023-01-15,,
6362,EMP06362,M,56.0,14.0,Intern,15/02/2024,,INVALID
6363,EMP06363,Female,59.0,17.0,Manager,2023-01-15,350000,
6364,EMP06364,M,99.0,16.0,Analyst,2023-01-15,500000,emp6364@mail.com
6365,EMP06365,male,33.0,10.0,Engineer,2025-07-01,800000,
6366,EMP06366,,30.0,2.0,HR,2023-01-15,800000,
6367,EMP06367,Female,24.0,99.0,QA,,500000,INVALID
6368,EMP06368,male,28.0,19.0,HR,2025-07-01,,emp6368@mail.com
6369,EMP06369,M,32.0,2.0,QA,,,
6370,EMP06370,male,30.0,13.0,HR,,800000,
6371,EMP06371,F,28.0,5.0,QA,2025-07-01,6 LPA,emp6371@mail.com
6372,EMP06372,male,54.0,13.0,HR,15/02/2024,-10000,emp6372@mail.com
6373,EMP06373,male,36.0,3.0,Analyst,,800000,emp6373@mail.com
6374,EMP06374,,45.0,16.0,HR,15/02/2024,350000,INVALID
6375,EMP06375,Male,55.0,6.0,Intern,,350000,
6376,EMP06376,F,28.0,7.0,Engineer,2025-07-01,350000,
6377,EMP06377,F,46.0,14.0,Manager,2025-07-01,350000,
6378,EMP06378,male,46.0,5.0,Intern,,,
6379,EMP06379,F,53.0,4.0,Engineer,,500000,INVALID
6380,EMP06380,Male,58.0,2.0,QA,,-10000,
6381,EMP06381,M,22.0,18.0,Manager,2025-07-01,500000,
6382,EMP06382,male,20.0,18.0,QA,15/02/2024,350000,INVALID
6383,EMP06383,M,27.0,20.0,Analyst,,6 LPA,emp6383@mail.com
6384,EMP06384,Female,56.0,18.0,Intern,2025-07-01,350000,
6385,EMP06385,M,49.0,,HR,,,
6386,EMP06386,M,25.0,17.0,QA,2023-01-15,-10000,
6387,EMP06387,male,40.0,1.0,HR,,,emp6387@mail.com
6388,EMP06388,F,42.0,2.0,Manager,,6 LPA,
6389,EMP06389,M,53.0,18.0,Engineer,2025-07-01,500000,
6390,EMP06390,,58.0,12.0,Intern,2025-07-01,-10000,INVALID
6391,EMP06391,F,40.0,13.0,Intern,15/02/2024,-10000,INVALID
6392,EMP06392,Female,52.0,9.0,Analyst,2023-01-15,500000,
6393,EMP06393,M,21.0,12.0,Manager,2023-01-15,,
6394,EMP06394,M,41.0,18.0,Intern,,350000,INVALID
6395,EMP06395,male,58.0,20.0,Analyst,2025-07-01,350000,INVALID
6396,EMP06396,male,35.0,20.0,Engineer,,,emp6396@mail.com
6397,EMP06397,F,37.0,6.0,Engineer,15/02/2024,-10000,
6398,EMP06398,,59.0,2.0,Intern,2025-07-01,6 LPA,
6399,EMP06399,male,24.0,3.0,HR,2025-07-01,800000,emp6399@mail.com
6400,EMP06400,Female,99.0,13.0,Intern,,,
6401,EMP06401,Female,41.0,1.0,Intern,,6 LPA,emp6401@mail.com
6402,EMP06402,male,57.0,6.0,Engineer,2023-01-15,350000,INVALID
6403,EMP06403,M,45.0,19.0,Engineer,,500000,INVALID
6404,EMP06404,F,30.0,12.0,Analyst,2025-07-01,800000,emp6404@mail.com
6405,EMP06405,Female,48.0,,Manager,2025-07-01,500000,
6406,EMP06406,F,30.0,14.0,Manager,2025-07-01,6 LPA,
6407,EMP06407,male,-2.0,99.0,Intern,,-10000,
6408,EMP06408,Female,-2.0,3.0,Manager,15/02/2024,800000,
6409,EMP06409,F,49.0,99.0,Manager,,-10000,INVALID
6410,EMP06410,M,,4.0,HR,,800000,
6411,EMP06411,F,52.0,1.0,QA,,,INVALID
6412,EMP06412,male,30.0,99.0,Engineer,2025-07-01,6 LPA,INVALID
6413,EMP06413,M,47.0,8.0,Engineer,,800000,INVALID
6414,EMP06414,,,17.0,Manager,2025-07-01,-10000,emp6414@mail.com
6415,EMP06415,Male,40.0,99.0,Intern,,500000,
6416,EMP06416,Male,48.0,99.0,QA,,800000,
6417,EMP06417,F,40.0,9.0,Manager,15/02/2024,500000,emp6417@mail.com
6418,EMP06418,male,27.0,13.0,Manager,2025-07-01,-10000,
6419,EMP06419,Male,42.0,19.0,HR,15/02/2024,800000,INVALID
6420,EMP06420,M,57.0,20.0,Manager,2023-01-15,,
6421,EMP06421,F,52.0,7.0,HR,,-10000,INVALID
6422,EMP06422,male,23.0,2.0,Manager,2023-01-15,500000,emp6422@mail.com
6423,EMP06423,M,59.0,19.0,Intern,,,
6424,EMP06424,,56.0,99.0,Manager,2025-07-01,350000,emp6424@mail.com
6425,EMP06425,F,48.0,2.0,Manager,2023-01-15,800000,
6426,EMP06426,Male,32.0,16.0,Analyst,2025-07-01,-10000,
6427,EMP06427,F,50.0,99.0,Engineer,2023-01-15,800000,INVALID
6428,EMP06428,F,49.0,14.0,QA,2023-01-15,6 LPA,emp6428@mail.com
6429,EMP06429,male,27.0,4.0,Engineer,,500000,emp6429@mail.com
6430,EMP06430,F,53.0,,HR,,,INVALID
6431,EMP06431,M,33.0,19.0,HR,2025-07-01,6 LPA,emp6431@mail.com
6432,EMP06432,Female,-2.0,10.0,HR,,,
6433,EMP06433,male,43.0,15.0,QA,15/02/2024,800000,
6434,EMP06434,Female,57.0,8.0,HR,15/02/2024,350000,INVALID
6435,EMP06435,F,31.0,99.0,Intern,,500000,INVALID
6436,EMP06436,,23.0,20.0,QA,,350000,emp6436@mail.com
6437,EMP06437,Male,,3.0,Engineer,,350000,emp6437@mail.com
6438,EMP06438,Male,42.0,5.0,Analyst,2023-01-15,800000,emp6438@mail.com
6439,EMP06439,Female,34.0,5.0,Engineer,2023-01-15,,INVALID
6440,EMP06440,M,44.0,11.0,Intern,,-10000,INVALID
6441,EMP06441,Male,50.0,13.0,HR,2023-01-15,800000,
6442,EMP06442,,51.0,19.0,HR,2023-01-15,6 LPA,
6443,EMP06443,M,51.0,6.0,Intern,,-10000,emp6443@mail.com
6444,EMP06444,Male,59.0,10.0,Manager,2023-01-15,350000,
6445,EMP06445,M,29.0,6.0,QA,2023-01-15,800000,
6446,EMP06446,,52.0,11.0,Manager,,800000,
6447,EMP06447,M,38.0,17.0,Intern,,6 LPA,
6448,EMP06448,male,21.0,13.0,QA,,800000,
6449,EMP06449,M,54.0,10.0,Intern,15/02/2024,,emp6449@mail.com
6450,EMP06450,,27.0,9.0,Engineer,2023-01-15,500000,
6451,EMP06451,F,51.0,7.0,QA,2023-01-15,,
6452,EMP06452,male,33.0,6.0,Manager,2025-07-01,500000,
6453,EMP06453,M,27.0,10.0,HR,,800000,INVALID
6454,EMP06454,,57.0,14.0,Analyst,,6 LPA,
6455,EMP06455,M,27.0,5.0,Manager,2025-07-01,6 LPA,INVALID
6456,EMP06456,,24.0,20.0,Manager,2025-07-01,-10000,
6457,EMP06457,F,59.0,13.0,Analyst,,-10000,
6458,EMP06458,male,48.0,19.0,HR,2023-01-15,350000,INVALID
6459,EMP06459,,46.0,4.0,Intern,2025-07-01,,
6460,EMP06460,F,48.0,11.0,Manager,2025-07-01,,INVALID
6461,EMP06461,F,60.0,11.0,Engineer,,6 LPA,INVALID
6462,EMP06462,male,49.0,10.0,Engineer,2023-01-15,350000,
6463,EMP06463,Female,46.0,11.0,Manager,2023-01-15,-10000,
6464,EMP06464,Male,40.0,14.0,Analyst,,350000,INVALID
6465,EMP06465,Female,45.0,6.0,Intern,,-10000,
6466,EMP06466,Male,41.0,2.0,Engineer,,500000,emp6466@mail.com
6467,EMP06467,M,37.0,11.0,Manager,,-10000,emp6467@mail.com
6468,EMP06468,,60.0,19.0,Engineer,2023-01-15,350000,
6469,EMP06469,M,59.0,99.0,Engineer,15/02/2024,350000,INVALID
6470,EMP06470,F,41.0,1.0,QA,2025-07-01,350000,INVALID
6471,EMP06471,M,22.0,18.0,Engineer,15/02/2024,500000,
6472,EMP06472,M,28.0,5.0,Manager,15/02/2024,,
6473,EMP06473,Male,99.0,5.0,HR,2023-01-15,-10000,
6474,EMP06474,,48.0,11.0,Engineer,2023-01-15,350000,
6475,EMP06475,,59.0,5.0,Engineer,15/02/2024,350000,emp6475@mail.com
6476,EMP06476,M,37.0,4.0,Engineer,2023-01-15,-10000,
6477,EMP06477,F,20.0,,Analyst,15/02/2024,500000,
6478,EMP06478,,44.0,20.0,Manager,15/02/2024,6 LPA,INVALID
6479,EMP06479,M,25.0,19.0,Intern,2025-07-01,-10000,emp6479@mail.com
6480,EMP06480,Male,22.0,20.0,QA,2023-01-15,350000,
6481,EMP06481,Male,27.0,5.0,HR,15/02/2024,-10000,INVALID
6482,EMP06482,male,43.0,8.0,Analyst,15/02/2024,350000,INVALID
6483,EMP06483,male,,5.0,HR,15/02/2024,350000,
6484,EMP06484,,60.0,,HR,,350000,INVALID
6485,EMP06485,Female,46.0,12.0,Intern,2025-07-01,-10000,INVALID
6486,EMP06486,male,25.0,15.0,Analyst,2025-07-01,800000,emp6486@mail.com
6487,EMP06487,Female,29.0,3.0,HR,2023-01-15,350000,
6488,EMP06488,male,31.0,13.0,Engineer,2025-07-01,500000,
6489,EMP06489,F,44.0,15.0,Intern,,500000,emp6489@mail.com
6490,EMP06490,Male,25.0,18.0,HR,15/02/2024,6 LPA,emp6490@mail.com
6491,EMP06491,F,44.0,99.0,Analyst,2025-07-01,-10000,emp6491@mail.com
6492,EMP06492,Female,-2.0,18.0,Manager,,,emp6492@mail.com
6493,EMP06493,M,36.0,,Manager,,6 LPA,
6494,EMP06494,Male,99.0,10.0,Analyst,2023-01-15,,
6495,EMP06495,male,36.0,18.0,Manager,,,emp6495@mail.com
6496,EMP06496,F,43.0,5.0,Intern,2025-07-01,350000,
6497,EMP06497,Female,27.0,11.0,Engineer,,-10000,INVALID
6498,EMP06498,Male,21.0,13.0,QA,,6 LPA,INVALID
6499,EMP06499,male,50.0,5.0,Intern,2025-07-01,500000,INVALID
6500,EMP06500,male,46.0,14.0,Analyst,2023-01-15,6 LPA,emp6500@mail.com
6501,EMP06501,F,50.0,,HR,2025-07-01,350000,
6502,EMP06502,,34.0,13.0,Intern,,350000,
6503,EMP06503,M,58.0,11.0,Analyst,,6 LPA,emp6503@mail.com
6504,EMP06504,Male,43.0,4.0,QA,15/02/2024,350000,
6505,EMP06505,male,47.0,5.0,QA,,350000,
6506,EMP06506,male,53.0,19.0,HR,2023-01-15,350000,
6507,EMP06507,Female,52.0,14.0,HR,15/02/2024,,INVALID
6508,EMP06508,M,26.0,4.0,Analyst,2025-07-01,500000,
6509,EMP06509,Female,60.0,1.0,HR,2023-01-15,6 LPA,
6510,EMP06510,F,39.0,,Manager,2023-01-15,-10000,emp6510@mail.com
6511,EMP06511,Female,55.0,17.0,Intern,15/02/2024,-10000,emp6511@mail.com
6512,EMP06512,F,53.0,18.0,Analyst,2025-07-01,350000,emp6512@mail.com
6513,EMP06513,,43.0,3.0,Analyst,2025-07-01,350000,INVALID
6514,EMP06514,Female,49.0,18.0,HR,,,
6515,EMP06515,F,28.0,,HR,2025-07-01,350000,
6516,EMP06516,,59.0,1.0,QA,2023-01-15,6 LPA,emp6516@mail.com
6517,EMP06517,Male,58.0,4.0,Analyst,2023-01-15,500000,INVALID
6518,EMP06518,M,21.0,18.0,Analyst,2023-01-15,6 LPA,
6519,EMP06519,,26.0,8.0,Manager,,-10000,
6520,EMP06520,Female,34.0,3.0,QA,2025-07-01,350000,INVALID
6521,EMP06521,Female,55.0,99.0,QA,,,emp6521@mail.com
6522,EMP06522,,60.0,10.0,Engineer,2025-07-01,6 LPA,
6523,EMP06523,male,25.0,99.0,Intern,,500000,
